"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOG","PROP0NOG","OWNYG","OWNYG_","NEWMRTG","NEWMRTG_","ORGMRTG","ORGMRTG_","QMRTTRMG","QMRT_RMG","MRTPMTG","MRTPMTG_","PAYPRTXG","PAYP_TXG","PAYPRING","PAYP_ING","PAYMRING","PAYM_ING","PAYOTHRG","PAYO_HRG","QESCROWG","QESC_OWG","QPRINM1G","QPRI_M1G","QPRINM2G","QPRI_M2G","QPRINM3G","QPRI_M3G","QADINT1G","QADI_T1G","QADINT2G","QADI_T2G","QADINT3G","QADI_T3G","QRFINDTG","QRFI_DTG","FRSTPYMG","FRST_YMG","FRSTPYRG","FRST_YRG","FIXDRTEG","FIXD_TEG","QNEWDATG","QNEW_ATG","QBLNCM1G","QBLN_M1G","QBLNCM2G","QBLN_M2G","QBLNCM3G","QBLN_M3G","LOAN_NOG","LOAN0NOG","VARRTEG","VARRTEG_","INTONLYG","INTO_LYG","OTHRTEG","OTHRTEG_","PAYMT1G","PAYMT1G_","PAYMT2G","PAYMT2G_","PAYMT3G","PAYMT3G_","PAYPRNPG","PAYP_NPG","PAYINTG","PAYINTG_"
"20141",2661575,23,0,"5","01","D","100","D",0.0687,"D",30000,"D",30,"D",489,"D",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","05","D","2014","D","1","D",,"A",.,"A",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2664175,14,0,"5","01","D","100","D",0.0859,"F",309156,"V",10,"F",3334,"V",,"A",,"A",,"A",,"A",0,"F",347,"F",350,"F",352,"F",178,"F",175,"F",173,"F",,"A","10","F","2008","F","2","F",,"A",231876,"V",229892,"V",227896,"V","01","D",,"A",,"A",,"A",525,"F",525,"F",525,"F","1","D","2","D"
"20141",2664545,26,0,"5","01","D","100","D",0.048,"D",200000,"D",15,"D",1561,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",1377,"D",1377,"D",1377,"D",,"A","07","D","2012","D","2","D",,"A",200000,"D",200000,"D",200000,"D","01","D","1","D",,"A",,"A",1452,"D",1472,"D",1377,"D",,"A","2","D"
"20141",2665925,20,0,"5","01","D","100","D",0.045,"D",30000,"D",15,"D",444,"D",,"B",,"B",,"B",,"B",215,"D",119,"D",120,"D",120,"D",110,"D",109,"D",109,"D",,"A","05","D","2013","D","1","D",,"A",29294,"D",29175,"D",29056,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2667295,47,0,"5","01","D","100","D",0.07,"F",25000,"F",10,"F",303,"F",,"B",,"B",,"B",,"B",13,"F",264,"F",266,"F",267,"F",26,"F",24,"F",23,"F",,"A","04","F","2005","F","1","F",,"A",4461,"F",4197,"F",3931,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2668115,56,0,"5","01","D","100","D",0.052,"D",12480,"D",15,"D",100,"D",,"A",,"A",,"A",,"A",0,"D",49,"D",50,"D",50,"D",51,"D",50,"D",50,"D",,"A","06","D","2012","D","1","D",,"A",11672,"D",11622,"D",11573,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2668485,23,0,"5","01","D","100","D",0.042,"D",55000,"D",17,"D",381,"D",,"B",,"B",,"B",,"B",3,"D",187,"D",187,"D",188,"D",191,"D",191,"D",190,"D",,"A","09","D","2013","D","1","D",,"A",54628,"D",54442,"D",54254,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20141",2669455,24,0,"5","01","D","100","D",0.065,"D",10000,"D",9,"D",125,"D",,"B",,"B",,"B",,"B",2,"D",122,"D",123,"D",.,"A",1,"D",0,"D",.,"A",,"A","02","D","2005","D","1","D",,"A",178,"D",56,"D",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2669865,35,0,"5","01","D","100","D",0.0859,"D",28521,"D",10,"D",355,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",355,"D",355,"D",355,"D",,"A","05","D","2010","D","1","D",,"A",28521,"D",28521,"D",28521,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"A","2","D"
"20141",2670185,25,0,"5","01","D","100","D",0.0859,"D",1500,"D",5,"D",34,"D",,"B",,"B",,"B",,"B",3,"D",.,"A",20,"D",20,"D",.,"A",11,"D",11,"D",,"A","01","D","2014","D","1","D",,"A",.,"A",1500,"D",1480,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2670575,43,0,"5","01","D","100","D",0.0859,"D",100000,"D",10,"D",1245,"D",,"A",,"A",,"A",,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","2003","D","2","D",,"A",.,"A",.,"A",.,"A","01","D",,"A","2","D",,"A",400,"D",400,"D",400,"D",,"A","2","D"
"20141",2671755,16,0,"5","01","D","100","D",0.07,"D",30000,"D",12,"D",315,"D",,"B",,"B",,"B",,"B",6,"D",193,"D",194,"D",196,"D",116,"D",115,"D",113,"D",,"A","09","D","2008","D","1","D",,"A",19833,"D",19640,"D",19446,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2672785,54,0,"5","01","D","100","D",0.08,"D",20000,"D",10,"D",280,"D",,"B",,"B",,"B",,"B",37,"D",202,"D",203,"D",205,"D",41,"D",40,"D",38,"D",,"A","04","D","2006","D","1","D",,"A",6136,"D",5933,"D",5730,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2673135,23,0,"5","01","D","100","D",0.04,"D",4000,"D",5,"D",500,"D",,"B",,"B",,"B",,"B",426,"D",66,"D",66,"D",66,"D",8,"D",8,"D",8,"D",,"A","12","D","2011","D","1","D",,"A",2487,"D",2421,"D",2355,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2674185,19,0,"5","02","D","300","D",0.0699,"D",19301,"D",10,"D",224,"D",,"A",,"A",,"A",,"A",0,"D",116,"D",116,"D",117,"D",108,"D",108,"D",107,"D",,"A","06","D","2013","D","1","D",,"A",18622,"D",18506,"D",18390,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2674815,28,0,"5","01","D","100","D",0.065,"D",40000,"D",15,"D",348,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",1995,"D",1995,"D",1995,"D",,"A","07","D","2013","D","2","D",,"A",40000,"D",40000,"D",40000,"D","01","D","1","D",,"A",,"A",1920,"T",1919,"T",2021,"T",,"A","2","D"
"20141",2675635,30,0,"5","01","D","100","D",0.0575,"D",34923,"D",15,"D",290,"D",,"A",,"A",,"A",,"A",0,"D",156,"D",157,"D",157,"D",134,"D",133,"D",133,"D",,"A","10","D","2009","D","1","D",,"A",28012,"D",27856,"D",27699,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2675925,25,0,"5","01","D","100","D",0.0859,"D",51580,"D",10,"D",642,"D",,"A",,"A",,"A",,"A",0,"D",373,"D",376,"D",379,"D",269,"D",266,"D",263,"D",,"A","04","D","2010","D","1","D",,"A",37531,"D",37158,"D",36782,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2676025,84,0,"5","01","D","100","D",0.0449,"D",74911,"D",10,"D",776,"D",,"A",,"A",,"A",,"A",0,"D",501,"D",503,"D",505,"D",275,"D",273,"D",271,"D",,"A","09","D","2013","D","1","D",,"A",73418,"D",72917,"D",72414,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2676895,11,0,"5","01","D","100","D",0.085,"D",41128,"D",15,"D",405,"D",,"A",,"A",,"A",,"A",0,"D",229,"D",230,"D",232,"D",176,"D",175,"D",173,"D",,"A","09","D","2005","D","1","D",,"A",24898,"D",24670,"D",24439,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2676915,28,0,"5","01","D","100","D",0.0859,"D",55000,"D",5,"D",1131,"D",,"A",,"A",,"A",,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","06","D","2005","D","2","D",,"A",.,"A",.,"A",.,"A","01","D","1","D",,"A",,"A",200,"D",200,"D",200,"D",,"A","2","D"
"20141",2679545,30,0,"5","01","D","100","D",0.0575,"F",34923,"F",15,"F",290,"F",,"A",,"A",,"A",,"A",0,"F",156,"F",157,"F",157,"F",134,"F",133,"F",133,"F",,"A","10","F","2009","F","1","F",,"A",28012,"F",27856,"F",27699,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2679985,24,0,"5","01","D","100","D",0.0859,"F",52222,"F",10,"F",650,"F",,"A",,"A",,"A",,"A",0,"F",340,"F",342,"F",345,"F",310,"F",308,"F",305,"F",,"A","07","F","2011","F","1","F",,"A",43356,"F",43016,"F",42674,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2680235,30,0,"5","01","D","100","D",0.0859,"D",309156,"T",10,"D",3334,"T",,"A",,"A",,"A",,"A",0,"D",347,"D",350,"D",352,"D",178,"D",175,"D",173,"D",,"A","10","D","2008","D","2","D",,"A",231876,"T",229892,"T",227896,"T","01","D","1","D",,"A",,"A",525,"D",525,"D",525,"D","1","D","2","D"
"20141",2680314,29,0,"5","01","D","100","D",0.045,"F",15000,"F",6,"F",350,"F",,"B",,"B",,"B",,"B",112,"F",222,"F",222,"F",223,"F",16,"F",16,"F",15,"F",,"A","05","F","2009","F","1","F",,"A",4365,"F",4144,"F",3921,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2683644,34,0,"5","01","D","100","D",0.05,"D",51855,"D",10,"D",550,"D",,"A",,"A",,"A",,"A",0,"D",432,"D",434,"D",436,"D",118,"D",116,"D",114,"D",,"A","08","D","2008","D","1","D",,"A",28286,"D",27854,"D",27420,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2683714,43,0,"5","01","D","300","D",0.14,"D",11864,"D",15,"D",158,"D",,"A",,"A",,"A",,"A",0,"D",46,"D",46,"D",47,"D",112,"D",112,"D",111,"D",,"A","09","D","2007","D","1","D",,"A",9628,"D",9582,"D",9536,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2684024,37,0,"5","01","D","100","D",0.04,"D",9463,"D",15,"D",70,"D",,"A",,"A",,"A",,"A",0,"D",43,"D",43,"D",44,"D",27,"D",27,"D",26,"D",,"A","10","D","2010","D","1","D",,"A",7995,"D",7951,"D",7908,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2685454,31,0,"5","01","D","100","D",0.06,"F",24767,"F",15,"F",209,"F",,"A",,"A",,"A",,"A",0,"F",141,"F",142,"F",142,"F",68,"F",67,"F",67,"F",,"A","06","F","2005","F","1","F",,"A",13612,"F",13471,"F",13329,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2687224,20,0,"5","01","D","100","D",0.072,"F",63184,"F",15,"F",575,"F",,"A",,"A",,"A",,"A",0,"F",289,"F",291,"F",292,"F",286,"F",284,"F",283,"F",,"A","07","F","2008","F","1","F",,"A",47667,"F",47378,"F",47087,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2687474,45,0,"5","02","D","300","D",0.0525,"D",261546,"T",15,"D",400,"D",,"A",,"A",,"A",,"A",0,"D",4423,"T",4441,"T",4460,"T",186,"D",185,"D",184,"D",,"A","09","D","2010","D","1","D",,"A",42454,"D",42240,"D",42025,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2688884,32,0,"5","01","D","100","D",0.0859,"D",50000,"D",15,"D",670,"D",,"B",,"B",,"B",,"B",175,"D",244,"D",246,"D",248,"D",251,"D",249,"D",247,"D",,"A","01","D","2007","D","1","D",,"A",35024,"D",34779,"D",34533,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2689734,25,0,"5","01","D","100","D",0.04,"D",16000,"D",5,"D",297,"D",,"B",,"B",,"B",,"B",2,"D",267,"D",268,"D",269,"D",28,"D",27,"D",26,"D",,"A","04","D","2011","D","1","D",,"A",8388,"D",8121,"D",7853,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2690284,12,0,"5","01","D","100","D",0.07,"F",25000,"F",10,"F",303,"F",,"B",,"B",,"B",,"B",13,"F",264,"F",266,"F",267,"F",26,"F",24,"F",23,"F",,"A","04","F","2005","F","1","F",,"A",4461,"F",4197,"F",3931,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2692484,22,0,"5","01","D","100","D",0.045,"D",17000,"D",3,"D",600,"D",,"B",,"B",,"B",,"B",94,"D",451,"D",452,"D",454,"D",55,"D",54,"D",52,"D",,"A","06","D","2013","D","1","D",,"A",14772,"D",14321,"D",13869,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2692734,24,0,"1","01","D","100","D",0.056,"D",99200,"D",20,"D",688,"D",,"A",,"A",,"A",,"A",0,"D",339,"D",341,"D",342,"D",349,"D",347,"D",346,"D",,"A","07","D","2006","D","1","D",,"A",74778,"D",74439,"D",74098,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2692844,15,0,"5","01","D","100","D",0.0449,"F",74911,"F",10,"F",776,"F",,"A",,"A",,"A",,"A",0,"F",501,"F",503,"F",505,"F",275,"F",273,"F",271,"F",,"A","09","F","2013","F","1","F",,"A",73418,"F",72917,"F",72414,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2693944,35,0,"5","01","D","100","D",0.0675,"D",10000,"D",10,"D",204,"D",,"B",,"B",,"B",,"B",89,"D",75,"D",76,"D",76,"D",40,"D",39,"D",39,"D",,"A","03","D","2010","D","1","D",,"A",7076,"D",7001,"D",6925,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2694104,28,0,"5","01","D","100","D",0.05,"D",30000,"D",15,"D",500,"D",,"A","4","D",,"A",,"A",263,"D",141,"D",142,"D",143,"D",96,"D",95,"D",94,"D",,"A","03","D","2009","D","1","D",,"A",22952,"D",22811,"D",22669,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2694234,14,0,"5","01","D","100","D",0.065,"F",40000,"F",15,"F",348,"F",,"A",,"A",,"A",,"A",0,"F",0,"F",0,"F",0,"F",1995,"F",1995,"F",1995,"F",,"A","07","F","2013","F","2","F",,"A",40000,"F",40000,"F",40000,"F","01","D","1","D",,"A",,"A",1920,"V",1919,"V",2021,"V",,"A","2","D"
"20141",2694304,17,0,"5","01","D","100","D",0.062,"F",78482,"F",14,"F",700,"F",,"A",,"A",,"A",,"A",0,"F",438,"F",440,"F",442,"F",262,"F",260,"F",258,"F",,"A","06","F","2007","F","1","F",,"A",50718,"F",50280,"F",49840,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2695264,35,0,"5","01","D","100","D",0.105,"D",59707,"D",15,"D",660,"D",,"A",,"A",,"A",,"A",0,"D",267,"D",269,"D",271,"D",393,"D",391,"D",389,"D",,"A","07","D","2007","D","1","D",,"A",44946,"D",44680,"D",44411,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2696384,23,0,"5","01","D","100","D",0.09,"D",49556,"D",13,"D",540,"D",,"A",,"A",,"A",,"A",0,"D",361,"D",363,"D",366,"D",179,"D",177,"D",174,"D",,"A","05","D","2005","D","1","D",,"A",23905,"D",23545,"D",23181,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2698714,19,0,"5","01","D","100","D",0.07,"D",15000,"D",5,"D",297,"D",,"A",,"A",,"A",,"A",0,"D",231,"D",233,"D",234,"D",66,"D",64,"D",63,"D",,"A","06","D","2012","D","1","D",,"A",11267,"D",11036,"D",10803,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2700264,18,0,"5","01","D","100","D",0.0675,"F",10000,"F",10,"F",204,"F",,"B",,"B",,"B",,"B",89,"F",75,"F",76,"F",76,"F",40,"F",39,"F",39,"F",,"A","03","F","2010","F","1","F",,"A",7076,"F",7001,"F",6925,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2701614,45,0,"5","01","D","100","D",0.0599,"D",20000,"D",10,"D",222,"D",,"A",,"A",,"A",,"A",0,"D",171,"D",171,"D",172,"D",51,"D",51,"D",50,"D",,"A","04","D","2008","D","1","D",,"A",10308,"D",10138,"D",9966,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2702374,31,0,"5","01","D","100","D",0.0859,"D",30000,"D",15,"D",300,"D",,"B",,"B",,"B",,"B",3,"D",198,"D",199,"D",201,"D",99,"D",98,"D",96,"D",,"A","09","D","2003","D","1","D",,"A",13862,"D",13664,"D",13465,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2702944,28,0,"5","01","D","100","D",0.0859,"D",38911,"D",5,"D",800,"D",,"A",,"A",,"A",,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","08","D","2005","D","1","D",,"A",.,"A",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2705004,42,0,"5","01","D","100","D",0.065,"D",26400,"D",20,"D",204,"D",,"B",,"B",,"B",,"B",7,"D",56,"D",57,"D",57,"D",141,"D",140,"D",140,"D",,"A","04","D","2013","D","1","D",,"A",25960,"D",25903,"D",25847,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2707454,31,0,"5","01","D","100","D",0.05,"D",55000,"D",10,"D",658,"D",,"B",,"B",,"B",,"B",75,"D",512,"D",514,"D",517,"D",71,"D",69,"D",66,"D",,"A","07","D","2006","D","1","D",,"A",16971,"D",16458,"D",15944,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2710714,48,0,"5","01","D","100","D",0.0575,"D",20984,"D",3,"D",636,"D",,"A",,"A",,"A",,"A",0,"D",554,"D",556,"D",559,"D",82,"D",80,"D",77,"D",,"A","05","D","2013","D","1","D",,"A",17182,"D",16628,"D",16072,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2710844,29,0,"5","01","D","100","D",0.0859,"D",30000,"D",15,"D",400,"D",,"B",,"B",,"B",,"B",103,"D",202,"D",203,"D",205,"D",95,"D",94,"D",92,"D",,"A","06","D","2003","D","1","D",,"A",13265,"D",13063,"D",12859,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2711984,31,0,"1","01","D","100","D",0.05,"F",30000,"F",15,"F",500,"F",,"A","4","F",,"A",,"A",263,"F",141,"F",142,"F",143,"F",96,"F",95,"F",94,"F",,"A","03","F","2009","F","1","F",,"A",22952,"F",22811,"F",22669,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2713693,14,0,"5","01","D","100","D",0.0859,"F",30000,"F",15,"F",400,"F",,"B",,"B",,"B",,"B",103,"F",202,"F",203,"F",205,"F",95,"F",94,"F",92,"F",,"A","06","F","2003","F","1","F",,"A",13265,"F",13063,"F",12859,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2718413,16,0,"1","01","D","100","D",0.0859,"D",309156,"T",10,"D",3334,"T",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",3300,"D",3300,"D",3300,"D",,"A","10","D","2013","D","1","D",,"A",231876,"T",229892,"T",227896,"T","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"A","2","D"
"20141",2719923,29,0,"5","01","D","100","D",0.0425,"D",21269,"D",15,"D",160,"D",,"C",,"C",,"C",,"C",0,"D",104,"D",104,"D",104,"D",56,"D",56,"D",56,"D",,"A","01","D","2009","D","1","D",,"A",15931,"D",15828,"D",15724,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20141",2720883,22,0,"5","01","D","100","D",0.11,"D",27163,"D",13,"D",328,"D",,"A",,"A",,"A",,"A",0,"D",152,"D",154,"D",155,"D",176,"D",174,"D",173,"D",,"A","10","D","2007","D","1","D",,"A",19156,"D",19004,"D",18850,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2720913,22,0,"5","01","D","100","D",0.0859,"D",101008,"D",15,"D",1000,"D",,"B",,"B",,"B",,"B",.,"A",825,"D",831,"D",837,"D",175,"D",169,"D",163,"D",,"A","01","D","2001","D","1","D",,"A",23647,"D",22816,"D",21980,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2723823,22,0,"5","01","D","100","D",0.0859,"D",60000,"D",20,"D",524,"D",,"A",,"A",,"A",,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","07","D","2003","D","2","D",,"A",41436,"D",41208,"D",40979,"D","01","D","1","D",,"A",,"A",.,"C",.,"C",.,"C","1","D","2","D"
"20141",2726653,26,0,"5","01","D","100","D",0.0875,"D",67837,"D",15,"D",678,"D",,"A",,"A",,"A",,"A",0,"D",465,"D",468,"D",471,"D",194,"D",191,"D",188,"D",,"A","03","D","2003","D","1","D",,"A",29254,"D",28789,"D",28321,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2726683,22,0,"5","01","D","100","D",0.0415,"D",60000,"D",10,"D",612,"D",,"A",,"A",,"A",,"A",0,"D",439,"D",441,"D",442,"D",173,"D",171,"D",170,"D",,"A","11","D","2011","D","1","D",,"A",49896,"D",49456,"D",49016,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2732683,53,0,"5","01","D","100","D",0.08,"F",20000,"F",10,"F",280,"F",,"B",,"B",,"B",,"B",37,"F",202,"F",203,"F",205,"F",41,"F",40,"F",38,"F",,"A","04","F","2006","F","1","F",,"A",6136,"F",5933,"F",5730,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2733933,24,0,"5","01","D","100","D",0.0859,"D",9495,"D",15,"D",94,"D",,"A",,"A",,"A",,"A",0,"D",50,"D",50,"D",51,"D",44,"D",44,"D",43,"D",,"A","04","D","2006","D","1","D",,"A",6172,"D",6122,"D",6072,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2737063,31,0,"5","01","D","100","D",0.04,"D",16899,"D",15,"D",125,"D",,"A",,"A",,"A",,"A",0,"D",92,"D",93,"D",93,"D",33,"D",32,"D",32,"D",,"A","07","D","2006","D","1","D",,"A",9798,"D",9705,"D",9613,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2738893,41,0,"5","01","D","100","D",0.0575,"F",20984,"F",3,"F",636,"F",,"A",,"A",,"A",,"A",0,"F",554,"F",556,"F",559,"F",82,"F",80,"F",77,"F",,"A","05","F","2013","F","1","F",,"A",17182,"F",16628,"F",16072,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2739793,23,0,"5","01","D","100","D",0.0859,"D",52222,"D",10,"D",650,"D",,"A",,"A",,"A",,"A",0,"D",340,"D",342,"D",345,"D",310,"D",308,"D",305,"D",,"A","07","D","2011","D","1","D",,"A",43356,"D",43016,"D",42674,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2739933,38,0,"5","01","D","100","D",0.0599,"F",20000,"F",10,"F",222,"F",,"A",,"A",,"A",,"A",0,"F",171,"F",171,"F",172,"F",51,"F",51,"F",50,"F",,"A","04","F","2008","F","1","F",,"A",10308,"F",10138,"F",9966,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2742213,33,0,"5","01","D","100","D",0.07,"D",60000,"D",19,"D",479,"D",,"B",,"B",,"B",,"B",2,"D",136,"D",137,"D",138,"D",341,"D",340,"D",339,"D",,"A","12","D","2012","D","1","D",,"A",58426,"D",58290,"D",58153,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2742353,25,0,"5","01","D","100","D",0.0859,"D",6427,"D",10,"D",80,"D",,"C",,"C",,"C",,"C",0,"D",60,"D",60,"D",61,"D",20,"D",20,"D",19,"D",,"A","05","D","2007","D","1","D",,"A",2833,"D",2773,"D",2713,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20141",2743423,34,0,"5","01","D","100","D",0.0859,"F",38911,"F",5,"F",800,"F",,"A",,"A",,"A",,"A",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","08","F","2005","F","1","F",,"A",.,"A",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2744433,35,0,"5","01","D","100","D",0.09,"F",49556,"F",13,"F",540,"F",,"A",,"A",,"A",,"A",0,"F",361,"F",363,"F",366,"F",179,"F",177,"F",174,"F",,"A","05","F","2005","F","1","F",,"A",23905,"F",23545,"F",23181,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2744433,36,0,"5","01","D","100","D",0.0859,"D",6000,"D",2,"D",300,"D",,"B",,"B",,"B",,"B",27,"D",.,"A",230,"D",232,"D",.,"A",43,"D",41,"D",,"A","01","D","2014","D","1","D",,"A",.,"A",6000,"D",5770,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2747123,15,0,"5","01","D","100","D",0.072,"D",63184,"D",15,"D",575,"D",,"A",,"A",,"A",,"A",0,"D",289,"D",291,"D",292,"D",286,"D",284,"D",283,"D",,"A","07","D","2008","D","1","D",,"A",47667,"D",47378,"D",47087,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2747502,23,0,"5","01","D","100","D",0.0859,"D",74411,"D",20,"D",650,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",650,"D",650,"D",650,"D",,"A","11","D","2004","D","1","D",,"A",74411,"D",74411,"D",74411,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"A","2","D"
"20141",2748632,17,0,"5","01","D","100","D",0.0859,"F",30000,"F",15,"F",400,"F",,"B",,"B",,"B",,"B",103,"F",202,"F",203,"F",205,"F",95,"F",94,"F",92,"F",,"A","06","F","2003","F","1","F",,"A",13265,"F",13063,"F",12859,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
