"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","VOPREGY","VOPREGY_","VOPMO_C","VOPMO_C_","VOPREGX","VOPREGX_","VOPRGY1","VOPRGY1_","VOPRGY2","VOPRGY2_","VOPRGY3","VOPRGY3_","VOPRGY4","VOPRGY4_"
"20134",2766064,22,0,"1","420","D","10","D",24,"D",,"A",,"A",,"A",,"A"
"20134",2766064,23,0,"1","405","D","10","D",69,"D",,"A",,"A",,"A",,"A"
"20134",2767492,21,0,"1","420","D","10","D",86,"D",,"A",,"A",,"A",,"A"
"20134",2770184,14,0,"1","410","D","11","D",15,"D",,"A",,"A",,"A",,"A"
"20134",2771654,20,0,"1","410","D","10","D",150,"D",,"A",,"A",,"A",,"A"
"20134",2771795,18,0,"1","420","D","11","D",65,"D",,"A",,"A",,"A",,"A"
"20134",2771973,62,0,"1","420","D","10","D",120,"D",,"A",,"A",,"A",,"A"
"20134",2771973,63,0,"1","400","D","11","D",54,"D",,"A",,"A",,"A",,"A"
"20134",2772284,37,0,"1","400","D","10","D",28,"D",,"A",,"A",,"A",,"A"
"20134",2772284,38,0,"1","420","D","10","D",7,"D",,"A",,"A",,"A",,"A"
"20134",2774403,30,0,"1","410","D","09","D",16,"D",,"A",,"A",,"A",,"A"
"20134",2775502,20,0,"1","410","D","09","D",20,"D",,"A",,"A",,"A",,"A"
"20134",2776394,25,0,"1","405","D","11","D",120,"D",,"A",,"A",,"A",,"A"
"20134",2777045,21,0,"1","400","D","09","D",26,"D",,"A",,"A",,"A",,"A"
"20134",2777045,22,0,"1","430","D","09","D",.,"H","425","D","415","D",,"A",,"A"
"20134",2777045,22,1,"1","420","D","09","D",49,"E",,"A",,"A",,"A",,"A"
"20134",2777045,22,2,"1","420","D","09","D",49,"E",,"A",,"A",,"A",,"A"
"20134",2777845,28,0,"1","420","D","09","D",80,"D",,"A",,"A",,"A",,"A"
"20134",2777845,29,0,"1","410","D","09","D",60,"D",,"A",,"A",,"A",,"A"
"20134",2778064,21,0,"1","420","D","10","D",155,"D",,"A",,"A",,"A",,"A"
"20134",2778144,20,0,"1","400","D","11","D",36,"D",,"A",,"A",,"A",,"A"
"20134",2778144,21,0,"1","400","D","11","D",63,"D",,"A",,"A",,"A",,"A"
"20134",2780103,12,0,"1","400","D","10","D",40,"D",,"A",,"A",,"A",,"A"
"20141",2647395,78,0,"1","405","D","12","D",107,"D",,"A",,"A",,"A",,"A"
"20141",2647485,34,0,"1","420","D","10","D",155,"D",,"A",,"A",,"A",,"A"
"20141",2647585,31,0,"1","420","D","11","D",370,"D",,"A",,"A",,"A",,"A"
"20141",2647645,33,0,"1","420","D","10","D",55,"D",,"A",,"A",,"A",,"A"
"20141",2647685,50,0,"1","420","D","12","D",71,"D",,"A",,"A",,"A",,"A"
"20141",2647745,100,0,"1","400","D","12","D",5,"D",,"A",,"A",,"A",,"A"
"20141",2647745,101,0,"2","410","D","10","D",12,"D",,"A",,"A",,"A",,"A"
"20141",2647745,102,0,"2","400","D","10","D",15,"D",,"A",,"A",,"A",,"A"
"20141",2647745,103,0,"2","420","D","10","D",30,"D",,"A",,"A",,"A",,"A"
"20141",2647775,72,0,"1","420","D","11","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2647775,73,0,"2","420","D","10","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2647805,42,0,"1","400","D","11","D",22,"D",,"A",,"A",,"A",,"A"
"20141",2647805,43,0,"1","420","D","10","D",36,"D",,"A",,"A",,"A",,"A"
"20141",2647805,44,0,"1","420","D","10","D",78,"D",,"A",,"A",,"A",,"A"
"20141",2647845,26,0,"1","420","D","10","D",200,"D",,"A",,"A",,"A",,"A"
"20141",2647935,23,0,"1","400","D","11","D",20,"D",,"A",,"A",,"A",,"A"
"20141",2647965,32,0,"1","420","D","10","D",39,"D",,"A",,"A",,"A",,"A"
"20141",2647965,33,0,"1","420","D","11","D",39,"D",,"A",,"A",,"A",,"A"
"20141",2647985,73,0,"1","410","D","12","D",15,"D",,"A",,"A",,"A",,"A"
"20141",2647985,74,0,"1","420","D","12","D",107,"D",,"A",,"A",,"A",,"A"
"20141",2647995,60,0,"1","420","D","11","D",14,"D",,"A",,"A",,"A",,"A"
"20141",2648075,68,0,"2","420","D","10","D",60,"D",,"A",,"A",,"A",,"A"
"20141",2648165,21,0,"1","405","D","12","D",331,"D",,"A",,"A",,"A",,"A"
"20141",2648215,24,0,"1","420","D","10","D",25,"D",,"A",,"A",,"A",,"A"
"20141",2648255,25,0,"2","420","D","10","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2648275,29,0,"2","420","D","10","D",544,"D",,"A",,"A",,"A",,"A"
"20141",2648345,32,0,"1","420","D","11","D",76,"D",,"A",,"A",,"A",,"A"
"20141",2648345,33,0,"2","420","D","10","D",85,"D",,"A",,"A",,"A",,"A"
"20141",2648585,40,0,"1","420","D","11","D",60,"D",,"A",,"A",,"A",,"A"
"20141",2648605,73,0,"1","410","D","11","D",18,"D",,"A",,"A",,"A",,"A"
"20141",2648635,27,0,"2","400","D","10","D",48,"D",,"A",,"A",,"A",,"A"
"20141",2648635,28,0,"2","420","D","10","D",150,"D",,"A",,"A",,"A",,"A"
"20141",2648705,48,0,"1","410","D","10","D",44,"D",,"A",,"A",,"A",,"A"
"20141",2648705,49,0,"1","420","D","11","D",103,"D",,"A",,"A",,"A",,"A"
"20141",2648705,50,0,"2","420","D","10","D",66,"D",,"A",,"A",,"A",,"A"
"20141",2648705,51,0,"2","405","D","10","D",324,"D",,"A",,"A",,"A",,"A"
"20141",2648785,42,0,"2","400","D","10","D",80,"D",,"A",,"A",,"A",,"A"
"20141",2648785,43,0,"2","410","D","10","D",38,"D",,"A",,"A",,"A",,"A"
"20141",2648795,33,0,"1","420","D","10","D",50,"D",,"A",,"A",,"A",,"A"
"20141",2648885,31,0,"1","420","D","10","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2648965,40,0,"1","420","D","12","D",250,"D",,"A",,"A",,"A",,"A"
"20141",2649095,44,0,"1","405","D","10","D",105,"F",,"A",,"A",,"A",,"A"
"20141",2649205,83,0,"1","410","D","12","D",150,"D",,"A",,"A",,"A",,"A"
"20141",2649355,24,0,"1","400","D","12","D",25,"D",,"A",,"A",,"A",,"A"
"20141",2649585,39,0,"1","400","D","12","D",20,"F",,"A",,"A",,"A",,"A"
"20141",2649585,40,0,"1","410","D","12","D",25,"D",,"A",,"A",,"A",,"A"
"20141",2649635,40,0,"1","405","D","12","D",286,"D",,"A",,"A",,"A",,"A"
"20141",2649635,41,0,"1","405","D","12","D",290,"D",,"A",,"A",,"A",,"A"
"20141",2649635,42,0,"1","405","D","12","D",129,"D",,"A",,"A",,"A",,"A"
"20141",2649655,44,0,"1","400","D","11","D",36,"D",,"A",,"A",,"A",,"A"
"20141",2649675,53,0,"1","420","D","12","D",73,"D",,"A",,"A",,"A",,"A"
"20141",2649725,57,0,"1","430","D","11","D",.,"H","425","D","415","D",,"A",,"A"
"20141",2649725,57,1,"1","420","D","11","D",63,"E",,"A",,"A",,"A",,"A"
"20141",2649885,30,0,"1","410","D","11","D",300,"D",,"A",,"A",,"A",,"A"
"20141",2650085,12,0,"1","400","D","12","D",36,"D",,"A",,"A",,"A",,"A"
"20141",2650135,24,0,"1","400","D","12","D",32,"D",,"A",,"A",,"A",,"A"
"20141",2650195,95,0,"1","420","D","10","D",300,"D",,"A",,"A",,"A",,"A"
"20141",2650275,77,0,"2","420","D","10","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2650385,28,0,"1","400","D","11","D",24,"D",,"A",,"A",,"A",,"A"
"20141",2650385,29,0,"1","410","D","11","D",66,"D",,"A",,"A",,"A",,"A"
"20141",2650445,22,0,"1","420","D","11","D",50,"D",,"A",,"A",,"A",,"A"
"20141",2650495,44,0,"1","420","D","10","D",20,"D",,"A",,"A",,"A",,"A"
"20141",2650495,45,0,"1","405","D","10","D",150,"D",,"A",,"A",,"A",,"A"
"20141",2650545,21,0,"1","410","D","12","D",45,"D",,"A",,"A",,"A",,"A"
"20141",2650545,22,0,"1","420","D","12","D",135,"D",,"A",,"A",,"A",,"A"
"20141",2650575,65,0,"1","420","D","11","D",84,"D",,"A",,"A",,"A",,"A"
"20141",2650575,66,0,"2","400","D","10","D",34,"D",,"A",,"A",,"A",,"A"
"20141",2650685,40,0,"1","420","D","11","D",90,"D",,"A",,"A",,"A",,"A"
"20141",2650965,11,0,"1","420","D","11","D",120,"D",,"A",,"A",,"A",,"A"
"20141",2651205,65,0,"1","420","D","12","D",137,"D",,"A",,"A",,"A",,"A"
"20141",2651225,49,0,"1","410","D","12","D",24,"D",,"A",,"A",,"A",,"A"
"20141",2651235,24,0,"1","420","D","11","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2651245,50,0,"1","420","D","10","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2651315,55,0,"1","400","D","11","D",20,"D",,"A",,"A",,"A",,"A"
"20141",2651315,56,0,"1","420","D","11","D",78,"D",,"A",,"A",,"A",,"A"
"20141",2651385,80,0,"1","420","D","10","D",111,"D",,"A",,"A",,"A",,"A"
"20141",2651445,46,0,"1","420","D","11","D",45,"D",,"A",,"A",,"A",,"A"
"20141",2651445,47,0,"2","420","D","10","D",40,"D",,"A",,"A",,"A",,"A"
"20141",2651485,43,0,"1","430","D","12","D",.,"H","415","D","400","D",,"A",,"A"
"20141",2651485,43,1,"1","420","D","12","D",103,"E",,"A",,"A",,"A",,"A"
"20141",2651485,43,2,"1","400","D","12","D",25,"E",,"A",,"A",,"A",,"A"
"20141",2651485,44,0,"1","420","D","11","D",110,"D",,"A",,"A",,"A",,"A"
"20141",2651555,46,0,"1","420","D","12","D",36,"D",,"A",,"A",,"A",,"A"
"20141",2651595,54,0,"1","420","D","12","D",52,"D",,"A",,"A",,"A",,"A"
"20141",2651825,33,0,"1","420","D","11","D",60,"D",,"A",,"A",,"A",,"A"
"20141",2651825,34,0,"1","400","D","12","D",30,"D",,"A",,"A",,"A",,"A"
"20141",2651845,48,0,"2","400","D","10","D",24,"D",,"A",,"A",,"A",,"A"
"20141",2651895,34,0,"1","420","D","10","D",101,"D",,"A",,"A",,"A",,"A"
"20141",2651955,40,0,"1","420","D","11","D",107,"D",,"A",,"A",,"A",,"A"
"20141",2652335,53,0,"1","420","D","12","D",400,"D",,"A",,"A",,"A",,"A"
"20141",2652355,37,0,"1","410","D","11","D",21,"D",,"A",,"A",,"A",,"A"
"20141",2652405,32,0,"1","405","D","11","D",45,"D",,"A",,"A",,"A",,"A"
"20141",2652435,40,0,"1","410","D","12","D",16,"D",,"A",,"A",,"A",,"A"
"20141",2652465,46,0,"1","420","D","10","D",101,"D",,"A",,"A",,"A",,"A"
"20141",2652525,62,0,"1","410","D","11","D",35,"D",,"A",,"A",,"A",,"A"
"20141",2652525,63,0,"1","420","D","11","D",105,"D",,"A",,"A",,"A",,"A"
"20141",2652575,54,0,"1","420","D","12","D",50,"D",,"A",,"A",,"A",,"A"
"20141",2652595,22,0,"1","420","D","10","D",175,"D",,"A",,"A",,"A",,"A"
"20141",2652665,44,0,"1","420","D","10","D",84,"D",,"A",,"A",,"A",,"A"
"20141",2652665,45,0,"1","420","D","11","D",84,"D",,"A",,"A",,"A",,"A"
"20141",2652705,48,0,"1","420","D","11","D",115,"D",,"A",,"A",,"A",,"A"
"20141",2652865,43,0,"1","410","D","12","D",30,"D",,"A",,"A",,"A",,"A"
"20141",2652995,61,0,"1","410","D","11","D",30,"D",,"A",,"A",,"A",,"A"
"20141",2653065,75,0,"1","400","D","11","D",15,"D",,"A",,"A",,"A",,"A"
"20141",2653065,76,0,"1","400","D","11","D",15,"D",,"A",,"A",,"A",,"A"
"20141",2653065,77,0,"1","410","D","11","D",50,"D",,"A",,"A",,"A",,"A"
"20141",2653065,78,0,"1","420","D","11","D",50,"D",,"A",,"A",,"A",,"A"
"20141",2653065,79,0,"1","405","D","12","D",700,"D",,"A",,"A",,"A",,"A"
"20141",2653075,53,0,"1","405","D","10","D",576,"D",,"A",,"A",,"A",,"A"
"20141",2653205,59,0,"1","420","D","10","D",108,"D",,"A",,"A",,"A",,"A"
"20141",2653205,60,0,"1","420","D","11","D",101,"D",,"A",,"A",,"A",,"A"
"20141",2653275,31,0,"1","420","D","11","D",68,"D",,"A",,"A",,"A",,"A"
"20141",2653285,50,0,"1","410","D","10","D",5,"D",,"A",,"A",,"A",,"A"
"20141",2653285,51,0,"1","420","D","10","D",365,"D",,"A",,"A",,"A",,"A"
"20141",2653315,59,0,"1","410","D","11","D",14,"D",,"A",,"A",,"A",,"A"
"20141",2653315,60,0,"1","420","D","12","D",63,"D",,"A",,"A",,"A",,"A"
"20141",2653345,47,0,"2","420","D","10","D",159,"F",,"A",,"A",,"A",,"A"
"20141",2653395,40,0,"2","420","D","10","D",239,"D",,"A",,"A",,"A",,"A"
"20141",2653475,77,0,"1","400","D","12","D",40,"D",,"A",,"A",,"A",,"A"
"20141",2653475,78,0,"1","405","D","11","D",393,"D",,"A",,"A",,"A",,"A"
"20141",2653525,44,0,"1","420","D","11","D",96,"D",,"A",,"A",,"A",,"A"
"20141",2653535,45,0,"1","430","D","12","D",.,"H","415","D","400","D",,"A",,"A"
"20141",2653535,45,1,"1","420","D","12","D",51,"E",,"A",,"A",,"A",,"A"
"20141",2653535,45,2,"1","400","D","12","D",28,"E",,"A",,"A",,"A",,"A"
"20141",2653555,65,0,"1","410","D","10","D",50,"D",,"A",,"A",,"A",,"A"
"20141",2653555,66,0,"1","420","D","10","D",36,"D",,"A",,"A",,"A",,"A"
"20141",2653685,64,0,"1","420","D","11","D",54,"D",,"A",,"A",,"A",,"A"
"20141",2653785,39,0,"1","420","D","11","D",80,"D",,"A",,"A",,"A",,"A"
"20141",2654085,32,0,"1","410","D","11","D",90,"D",,"A",,"A",,"A",,"A"
"20141",2654085,33,0,"1","400","D","11","D",36,"D",,"A",,"A",,"A",,"A"
"20141",2654085,34,0,"1","420","D","12","D",84,"D",,"A",,"A",,"A",,"A"
"20141",2654135,33,0,"1","420","D","12","D",120,"D",,"A",,"A",,"A",,"A"
"20141",2654225,39,0,"1","410","D","12","D",29,"D",,"A",,"A",,"A",,"A"
"20141",2654225,40,0,"1","420","D","12","D",90,"F",,"A",,"A",,"A",,"A"
"20141",2654245,50,0,"1","410","D","12","D",13,"D",,"A",,"A",,"A",,"A"
"20141",2654355,33,0,"1","420","D","11","D",85,"D",,"A",,"A",,"A",,"A"
"20141",2654435,34,0,"2","400","D","10","D",15,"D",,"A",,"A",,"A",,"A"
"20141",2654915,63,0,"1","420","D","12","D",600,"D",,"A",,"A",,"A",,"A"
"20141",2654925,21,0,"1","420","D","12","D",30,"D",,"A",,"A",,"A",,"A"
"20141",2654975,30,0,"2","420","D","10","D",165,"D",,"A",,"A",,"A",,"A"
"20141",2655055,29,0,"1","420","D","11","D",65,"D",,"A",,"A",,"A",,"A"
"20141",2655095,49,0,"1","420","D","11","D",101,"D",,"A",,"A",,"A",,"A"
"20141",2655095,50,0,"1","420","D","11","D",101,"D",,"A",,"A",,"A",,"A"
"20141",2655195,59,0,"1","420","D","11","D",145,"D",,"A",,"A",,"A",,"A"
"20141",2655265,39,0,"1","410","D","11","D",13,"D",,"A",,"A",,"A",,"A"
"20141",2655265,40,0,"1","420","D","11","D",92,"D",,"A",,"A",,"A",,"A"
"20141",2655365,73,0,"1","400","D","11","D",27,"D",,"A",,"A",,"A",,"A"
"20141",2655365,74,0,"1","420","D","11","D",253,"D",,"A",,"A",,"A",,"A"
"20141",2655365,75,0,"1","420","D","12","D",139,"D",,"A",,"A",,"A",,"A"
"20141",2655375,49,0,"1","420","D","11","D",225,"D",,"A",,"A",,"A",,"A"
"20141",2655385,18,0,"1","420","D","12","D",36,"D",,"A",,"A",,"A",,"A"
"20141",2655385,19,0,"2","420","D","10","D",40,"D",,"A",,"A",,"A",,"A"
"20141",2655415,94,0,"1","420","D","10","D",135,"D",,"A",,"A",,"A",,"A"
"20141",2655415,95,0,"1","420","D","10","D",135,"D",,"A",,"A",,"A",,"A"
"20141",2655415,96,0,"2","400","D","10","D",36,"D",,"A",,"A",,"A",,"A"
"20141",2655415,97,0,"2","410","D","10","D",14,"D",,"A",,"A",,"A",,"A"
"20141",2655435,52,0,"1","410","D","12","D",18,"D",,"A",,"A",,"A",,"A"
"20141",2655575,67,0,"1","420","D","12","D",36,"D",,"A",,"A",,"A",,"A"
"20141",2655625,60,0,"1","420","D","12","D",84,"D",,"A",,"A",,"A",,"A"
"20141",2655655,58,0,"2","405","D","10","D",61,"D",,"A",,"A",,"A",,"A"
"20141",2655735,30,0,"1","410","D","12","D",15,"D",,"A",,"A",,"A",,"A"
"20141",2655735,31,0,"1","410","D","11","D",5,"D",,"A",,"A",,"A",,"A"
"20141",2655755,55,0,"1","405","D","10","D",343,"F",,"A",,"A",,"A",,"A"
"20141",2655805,36,0,"1","410","D","11","D",72,"D",,"A",,"A",,"A",,"A"
"20141",2655945,72,0,"1","420","D","10","D",293,"D",,"A",,"A",,"A",,"A"
"20141",2655965,41,0,"1","420","D","11","D",67,"D",,"A",,"A",,"A",,"A"
"20141",2655965,42,0,"2","420","D","10","D",106,"D",,"A",,"A",,"A",,"A"
"20141",2656025,46,0,"1","410","D","10","D",43,"D",,"A",,"A",,"A",,"A"
"20141",2656025,47,0,"1","410","D","11","D",43,"D",,"A",,"A",,"A",,"A"
"20141",2656045,28,0,"1","420","D","11","D",150,"D",,"A",,"A",,"A",,"A"
"20141",2656085,29,0,"1","420","D","11","D",16,"D",,"A",,"A",,"A",,"A"
"20141",2656085,30,0,"1","405","D","12","D",560,"D",,"A",,"A",,"A",,"A"
"20141",2656105,46,0,"1","420","D","10","D",36,"D",,"A",,"A",,"A",,"A"
"20141",2656135,29,0,"1","410","D","11","D",16,"D",,"A",,"A",,"A",,"A"
"20141",2656135,30,0,"2","420","D","10","D",125,"D",,"A",,"A",,"A",,"A"
"20141",2656155,22,0,"1","420","D","12","D",55,"D",,"A",,"A",,"A",,"A"
"20141",2656675,53,0,"1","420","D","12","D",36,"D",,"A",,"A",,"A",,"A"
"20141",2656675,54,0,"2","400","D","10","D",35,"D",,"A",,"A",,"A",,"A"
"20141",2656795,28,0,"1","420","D","10","D",24,"D",,"A",,"A",,"A",,"A"
"20141",2656825,60,0,"1","400","D","12","D",49,"D",,"A",,"A",,"A",,"A"
"20141",2656825,61,0,"1","420","D","11","D",400,"D",,"A",,"A",,"A",,"A"
"20141",2656925,96,0,"2","420","D","10","D",402,"D",,"A",,"A",,"A",,"A"
"20141",2656965,20,0,"1","420","D","11","D",65,"D",,"A",,"A",,"A",,"A"
"20141",2656975,20,0,"1","430","D","12","D",.,"H","410","D","415","D",,"A",,"A"
"20141",2656975,20,1,"1","410","D","12","D",21,"E",,"A",,"A",,"A",,"A"
"20141",2656975,20,2,"1","420","D","12","D",88,"E",,"A",,"A",,"A",,"A"
"20141",2657025,33,0,"1","400","D","10","D",27,"D",,"A",,"A",,"A",,"A"
"20141",2657025,34,0,"1","405","D","11","D",65,"D",,"A",,"A",,"A",,"A"
"20141",2657075,54,0,"2","420","D","10","D",74,"D",,"A",,"A",,"A",,"A"
"20141",2657155,25,0,"1","420","D","11","D",85,"D",,"A",,"A",,"A",,"A"
"20141",2657395,40,0,"1","400","D","12","D",42,"D",,"A",,"A",,"A",,"A"
"20141",2657405,57,0,"1","420","D","11","D",64,"D",,"A",,"A",,"A",,"A"
"20141",2657445,45,0,"1","420","D","11","D",250,"D",,"A",,"A",,"A",,"A"
"20141",2657445,46,0,"1","405","D","11","D",400,"D",,"A",,"A",,"A",,"A"
"20141",2657455,42,0,"2","400","D","10","D",120,"D",,"A",,"A",,"A",,"A"
"20141",2657545,63,0,"1","420","D","12","D",120,"D",,"A",,"A",,"A",,"A"
"20141",2657585,42,0,"1","420","D","10","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2657645,90,0,"1","420","D","12","D",245,"D",,"A",,"A",,"A",,"A"
"20141",2657695,26,0,"1","420","D","12","D",30,"D",,"A",,"A",,"A",,"A"
"20141",2657715,48,0,"1","405","D","12","D",1100,"D",,"A",,"A",,"A",,"A"
"20141",2658175,43,0,"1","420","D","10","D",120,"D",,"A",,"A",,"A",,"A"
"20141",2658235,69,0,"1","420","D","01","D",98,"D",,"A",,"A",,"A",,"A"
"20141",2658625,52,0,"1","420","D","12","D",120,"D",,"A",,"A",,"A",,"A"
"20141",2658635,32,0,"1","410","D","01","D",18,"D",,"A",,"A",,"A",,"A"
"20141",2658645,47,0,"2","420","D","11","D",101,"D",,"A",,"A",,"A",,"A"
"20141",2658665,31,0,"1","405","D","12","D",406,"D",,"A",,"A",,"A",,"A"
"20141",2658715,31,0,"1","420","D","01","D",31,"D",,"A",,"A",,"A",,"A"
"20141",2658785,60,0,"1","420","D","11","D",36,"D",,"A",,"A",,"A",,"A"
"20141",2659015,50,0,"1","420","D","01","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2659065,21,0,"1","430","D","11","D",.,"H","415","D","410","D",,"A",,"A"
"20141",2659065,21,1,"1","420","D","11","D",23,"E",,"A",,"A",,"A",,"A"
"20141",2659065,21,2,"1","410","D","11","D",24,"E",,"A",,"A",,"A",,"A"
"20141",2659625,39,0,"1","420","D","01","D",135,"D",,"A",,"A",,"A",,"A"
"20141",2659675,43,0,"1","400","D","01","D",26,"D",,"A",,"A",,"A",,"A"
"20141",2659675,44,0,"1","420","D","01","D",35,"D",,"A",,"A",,"A",,"A"
"20141",2659705,53,0,"1","420","D","11","D",115,"D",,"A",,"A",,"A",,"A"
"20141",2659735,73,0,"1","420","D","12","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2659805,32,0,"1","410","D","12","D",30,"D",,"A",,"A",,"A",,"A"
"20141",2659805,33,0,"1","420","D","12","D",145,"D",,"A",,"A",,"A",,"A"
"20141",2659815,36,0,"1","405","D","01","D",1500,"D",,"A",,"A",,"A",,"A"
"20141",2659895,26,0,"1","410","D","01","D",15,"D",,"A",,"A",,"A",,"A"
"20141",2659925,23,0,"1","405","D","12","D",156,"D",,"A",,"A",,"A",,"A"
"20141",2659925,24,0,"1","420","D","01","D",45,"D",,"A",,"A",,"A",,"A"
"20141",2660205,56,0,"1","410","D","01","D",25,"D",,"A",,"A",,"A",,"A"
"20141",2660205,57,0,"1","420","D","01","D",95,"D",,"A",,"A",,"A",,"A"
"20141",2660205,58,0,"1","420","D","01","D",76,"D",,"A",,"A",,"A",,"A"
"20141",2660235,57,0,"1","400","D","12","D",50,"D",,"A",,"A",,"A",,"A"
"20141",2660235,58,0,"1","420","D","12","D",48,"D",,"A",,"A",,"A",,"A"
"20141",2660325,30,0,"1","405","D","01","D",300,"D",,"A",,"A",,"A",,"A"
"20141",2660405,17,0,"1","420","D","11","D",35,"D",,"A",,"A",,"A",,"A"
"20141",2660485,24,0,"1","400","D","12","D",110,"D",,"A",,"A",,"A",,"A"
"20141",2660505,18,0,"1","420","D","11","D",220,"D",,"A",,"A",,"A",,"A"
"20141",2660595,16,0,"1","410","D","11","D",40,"D",,"A",,"A",,"A",,"A"
"20141",2660615,24,0,"1","400","D","01","D",100,"D",,"A",,"A",,"A",,"A"
"20141",2660715,29,0,"1","420","D","12","D",90,"D",,"A",,"A",,"A",,"A"
"20141",2660815,45,0,"1","420","D","12","D",30,"D",,"A",,"A",,"A",,"A"
"20141",2660965,16,0,"1","420","D","12","D",70,"D",,"A",,"A",,"A",,"A"
"20141",2661065,37,0,"1","410","D","01","D",45,"D",,"A",,"A",,"A",,"A"
"20141",2661065,38,0,"1","420","D","01","D",170,"D",,"A",,"A",,"A",,"A"
"20141",2661075,42,0,"1","410","D","01","D",72,"D",,"A",,"A",,"A",,"A"
"20141",2661155,33,0,"1","420","D","01","D",190,"D",,"A",,"A",,"A",,"A"
"20141",2661255,51,0,"1","410","D","12","D",50,"D",,"A",,"A",,"A",,"A"
"20141",2661255,52,0,"1","420","D","12","D",106,"D",,"A",,"A",,"A",,"A"
"20141",2661355,47,0,"1","400","D","12","D",15,"D",,"A",,"A",,"A",,"A"
"20141",2661385,89,0,"1","400","D","01","D",40,"D",,"A",,"A",,"A",,"A"
"20141",2661395,30,0,"2","420","D","11","D",287,"D",,"A",,"A",,"A",,"A"
"20141",2661445,17,0,"1","405","D","12","D",120,"D",,"A",,"A",,"A",,"A"
"20141",2661595,67,0,"1","410","D","01","D",60,"D",,"A",,"A",,"A",,"A"
"20141",2661715,62,0,"1","400","D","11","D",50,"D",,"A",,"A",,"A",,"A"
"20141",2661765,58,0,"1","420","D","01","D",85,"D",,"A",,"A",,"A",,"A"
"20141",2661865,41,0,"1","410","D","01","D",37,"D",,"A",,"A",,"A",,"A"
"20141",2661965,42,0,"1","405","D","01","D",200,"D",,"A",,"A",,"A",,"A"
"20141",2661985,35,0,"1","410","D","11","D",20,"D",,"A",,"A",,"A",,"A"
"20141",2662185,50,0,"1","430","D","11","D",.,"H","415","D","400","D",,"A",,"A"
"20141",2662185,50,1,"1","420","D","11","D",127,"E",,"A",,"A",,"A",,"A"
"20141",2662185,50,2,"1","400","D","11","D",32,"E",,"A",,"A",,"A",,"A"
"20141",2662265,62,0,"1","420","D","01","D",86,"D",,"A",,"A",,"A",,"A"
"20141",2662325,34,0,"1","420","D","01","D",120,"D",,"A",,"A",,"A",,"A"
"20141",2662385,14,0,"1","420","D","01","D",64,"D",,"A",,"A",,"A",,"A"
"20141",2662405,10,0,"2","400","D","11","D",20,"D",,"A",,"A",,"A",,"A"
"20141",2662495,42,0,"1","420","D","12","D",182,"D",,"A",,"A",,"A",,"A"
"20141",2662515,13,0,"1","400","D","11","D",68,"F",,"A",,"A",,"A",,"A"
"20141",2662595,34,0,"2","420","D","11","D",100,"D",,"A",,"A",,"A",,"A"
"20141",2662715,40,0,"1","405","D","12","D",1372,"D",,"A",,"A",,"A",,"A"
"20141",2662785,55,0,"1","420","D","12","D",48,"F",,"A",,"A",,"A",,"A"
"20141",2662825,24,0,"1","420","D","12","D",101,"D",,"A",,"A",,"A",,"A"
"20141",2662835,45,0,"1","420","D","01","D",88,"D",,"A",,"A",,"A",,"A"
"20141",2662835,46,0,"1","420","D","11","D",220,"D",,"A",,"A",,"A",,"A"
"20141",2662955,26,0,"1","420","D","11","D",101,"D",,"A",,"A",,"A",,"A"
"20141",2663065,39,0,"1","410","D","01","D",14,"D",,"A",,"A",,"A",,"A"
"20141",2663065,40,0,"1","420","D","12","D",110,"D",,"A",,"A",,"A",,"A"
"20141",2663215,63,0,"1","400","D","01","D",60,"D",,"A",,"A",,"A",,"A"
"20141",2663225,53,0,"1","420","D","12","D",200,"D",,"A",,"A",,"A",,"A"
"20141",2663545,16,0,"1","400","D","12","D",8,"D",,"A",,"A",,"A",,"A"
"20141",2663675,65,0,"1","405","D","01","D",1440,"F",,"A",,"A",,"A",,"A"
"20141",2663725,40,0,"1","410","D","12","D",15,"D",,"A",,"A",,"A",,"A"
"20141",2663725,41,0,"1","420","D","12","D",150,"D",,"A",,"A",,"A",,"A"
"20141",2663915,48,0,"1","400","D","12","D",25,"D",,"A",,"A",,"A",,"A"
"20141",2663985,31,0,"1","420","D","12","D",179,"D",,"A",,"A",,"A",,"A"
"20141",2664005,42,0,"1","420","D","01","D",70,"D",,"A",,"A",,"A",,"A"
"20141",2664015,36,0,"1","420","D","01","D",35,"D",,"A",,"A",,"A",,"A"
"20141",2664155,35,0,"1","400","D","11","D",20,"D",,"A",,"A",,"A",,"A"
"20141",2664215,25,0,"1","410","D","12","D",17,"D",,"A",,"A",,"A",,"A"
"20141",2664215,26,0,"1","410","D","11","D",17,"D",,"A",,"A",,"A",,"A"
